timestamp,content,textblob_sentiment,vader_sentiment
2024-06-07 00:55:19,"$TSLA$NIO$QQQACCOUNT CHALLENGE UPDATE:~ 
 
Starting Balance:~ $3,700 
Current Balance:~ $66,475 
Goal: $100K by end of July. 
 
Watch out for our next alert!,,,,;;-stocks-great-winningus.tops...",0.0,0.3237
2024-06-07 00:50:29,"$TSLALOL

JUST AWAITING THE INEVITABLE",0.0,0.0
2024-06-07 00:45:11,$TSLAadding my GME gains here. Just need to figure out some more tax stuff and 💥,0.5,-0.0258
2024-06-07 00:43:56,"$TSLAIt is critical that his pay pkg be approved..it will provide him with the ability to make critical strategic decisions for transitioning the org from an ev car maker to a tech Ai/robotics/software/smart energy storage org…without his rare/unique and specialized skills/talents, which is backed up by his history of proven accomplishments/achievements, the org would have likely pursued a strategy towards a dead end path;competing on ev prices and margins, all the while as the big 5-10 incumbents continuously catch up; and likely surpassing Tesla in 5-10 yrs…now, instead of competing in existing mkts they are creating new ones…",-0.009090909090909094,-0.5574
2024-06-07 00:43:55,$TSLA20$ pump is coming. Mostly tomorrow.$SPYBullish,0.5,0.0
2024-06-07 00:41:25,$SPY$QQQ$SPCE$TSLA$META,0.0,0.0
2024-06-07 00:26:31,"$NEGGthis is it, now or never,$GMEhas opened the floodgates, and all the Memes are erupting like$AMC,$KOSS,$BB, etc.$NEGGsqueezed to $2.15 last December, I expect it to blow past it in a legit squeeze, and test it's Total Point of Control line at $2.85, a successful break and hold above that, and $5 could be possible.  If $5 successfully holds, then $10 could very well be possible, it has the Volume Support to get there.  Goodluck tomorrow to all who have long suffered holding Newegg, I'm definitely buying a new PC from them if it touches $5.Bullish",0.12803030303030302,0.8908
2024-06-07 00:38:56,$GME$SPWR$TSLAI’m in on these stocks. GameStop could see $120 fast in my opinion,0.2,0.0
2024-06-07 00:32:18,$SPY$LMT$BA$TSLAyoutube.com/watch?v=BHmLup2...,0.0,0.0
2024-06-07 00:31:26,$TSLAwill this POS ever move?,0.0,0.0
2024-06-07 00:19:17,"The two most desirable places to work for top rated Engineering Graduates are Tesla and SoaceX. 
 Last year Tesla had 12,000 job openings for engineers last year. 
Six million people sent resumes.$TSLA",0.25,0.5256
2024-06-07 00:18:10,$SPYCity Wok prepare takeout for Asian market.  Green chilis and spicy.  Non farm payrolls will be mildly spicy Friday 🍜 like Lo Mein$lulu$gme$vero$tsla,0.04444444444444443,0.3612
2024-06-07 00:18:08,$TSLAsupport resistance  levels floating around 172 and 179. Ride this down to and ride it up,-0.15555555555555559,0.0
2024-06-07 00:13:19,$TSLAmontanaskeptic.substack.com...,0.0,0.0
2024-06-07 00:09:47,$TSLAHe has very good movements😎Bullish,0.9099999999999999,0.7548
2024-06-07 00:09:08,$TSLALooking more and more like the NO vote on pay package might win. Should be good entertainment 🍿Bearish,0.625,0.8385
2024-06-07 00:08:21,"#SP500Map today, for more stock data visitfinviz.com/?a=532686597$AMZN$V$TSLA$PG",0.5,0.0
2024-06-07 00:05:06,$TSLA,0.0,0.0
